name,code
茶陵县,430224
霞浦县,352225
建宁县,350430
纳雍县,522426
兰坪白族普米族自治县,533325
永胜县,533222
三穗县,522624
祁东县,430426
将乐县,350428
会泽县,530326
福泉市,522702
武冈市,430581
衡阳市,430401
衡南县,430422
蕉城区,352201
广昌县,362532
泰和县,362426
织金县,522425
华坪县,533223
清镇市,520181
剑河县,522629
新宁县,430528
水城县,520221
贵阳市,520101
古田县,352227
东安县,431122
台江县,522630
南平市,350701
祁阳县,431121
安仁县,431028
龙里县,522730
宁冈县,362432
凯里市,522601
井冈山市,362402
靖州苗族侗族自治县,431229
锦屏县,522628
钟山区,520201
贵定县,522723
万安县,362428
遂川县,362427
宣威市,530381
耒阳市,430481
城步苗族自治县,430529
鹤庆县,532932
兴国县,360732
剑川县,532931
沙县,350427
宁化县,350424
明溪县,350421
炎陵县,430225
罗源县,350123
平坝县,522526
麻江县,522635
常宁市,430482
石城县,360735
闽侯县,350121
雷山县,522634
闽清县,350124
六枝特区,520203
泸水县,533321
黎平县,522631
永仁县,532327
永兴县,431023
通道侗族自治县,431230
榕江县,522632
连江县,350122
西秀区,522501
尤溪县,350426
洱源县,532930
丹寨县,522636
都匀市,522701
福州市,350101
大姚县,532326
全州县,450324
云龙县,532929
清流县,350423
于都县,360731
资源县,450329
盘县特区,520202
惠水县,522731
瑞金市,360781
长顺县,522729
资兴市,431081
赣县,360721
南康市,360782
桂阳县,431021
桂东县,431027
宾川县,532924
龙胜各族自治县,450328
永安市,350481
武定县,532329
三都水族自治县,522732
镇宁布依族苗族自治县,522529
晴隆县,522324
普安县,522323
双牌县,431123
大田县,350425
上犹县,360724
宁远县,431126
元谋县,532328
新田县,431128
关岭布依族苗族自治县,522528
长乐市,350182
永泰县,350125
三江侗族自治县,452228
长汀县,350821
紫云苗族布依族自治县,522530
从江县,522633
寻甸回族彝族自治县,530129
独山县,522726
富源县,530325
章贡区,360701
大理市,532901
连城县,350825
德化县,350526
会昌县,360733
兴安县,450325
崇义县,360725
漾濞彝族自治县,532922
汝城县,431026
祥云县,532923
道县,431124
福清市,350181
兴仁县,522322
灵川县,450323
嘉禾县,431024
漳平市,350881
灌阳县,450327
罗甸县,522728
永平县,532928
姚安县,532325
融水苗族自治县,452229
仙游县,350322
贞丰县,522325
宜章县,431022
临桂县,450322
牟定县,532323
荔波县,522722
保山区,533001
安远县,360726
望谟县,522326
蓝山县,431127
大余县,360723
马龙县,530321
南丹县,452725
富民县,530124
新罗区,350801
临武县,431025
融安县,452227
永春县,350525
信丰县,360722
巍山彝族回族自治县,532927
环江毛南族自治县,452724
弥渡县,532925
禄丰县,532331
武平县,350824
江永县,431125
天峨县,452726
嵩明县,530127
上杭县,350823
永福县,450326
罗平县,530324
安溪县,350524
安龙县,522328
兴义市,522301
南华县,532324
桂林市,450301
陆良县,530322
江华瑶族自治县,431129
南安市,350583
册亨县,522327
宜良县,530125
恭城瑶族自治县,450332
惠安县,350521
寻乌县,360734
楚雄市,532301
华安县,350629
昌宁县,533025
罗城仫佬族自治县,452723
台北市,710201
基隆市,710101
南涧彝族自治县,532926
富川瑶族自治县,452428
全南县,360729
桃园县,710003
安宁市,530181
乐业县,452629
永定县,350822
阳朔县,450321
定南县,360728
凤庆县,533522
石林彝族自治县,530126
龙南县,360727
隆林各族自治县,452631
师宗县,530323
南靖县,350627
呈贡县,530121
施甸县,533022
梁河县,533122
易门县,530425
澄江县,530422
河池市,452701
双柏县,532322
长泰县,350625
平乐县,450330
宜州市,452702
龙陵县,533024
东兰县,452728
柳城县,450222
凤山县,452727
景东彝族自治县,532724
晋宁县,530122
田林县,452630
贺州市,452402
钟山县,452427
荔浦县,450331
云县,533523
泸西县,532527
西林县,452632
弥勒县,532526
陇川县,533124
凌云县,452628
龙海市,350681
平和县,350628
都安瑶族自治县,452730
华宁县,530424
玉溪市,530401
峨山彝族自治县,530426
江川县,530421
柳州市,450201
金秀瑶族自治县,452230
丘北县,532626
广南县,532627
台中县,710006
永德县,533524
新平彝族傣族自治县,530427
昭平县,452424
蒙山县,450423
巴马瑶族自治县,452729
忻城县,452231
花莲县,710007
大化瑶族自治县,452731
镇沅彝族哈尼族拉祜族自治县,532726
漳浦县,350623
象州县,452224
百色市,452601
镇康县,533525
临沧县,533521
通海县,530423
南投县,710008
台中市,710401
云霄县,350622
建水县,532524
彰化县,710009
苍梧县,450421
诏安县,350624
富宁县,532628
田阳县,452622
石屏县,532525
来宾市,452226
藤县,450422
平南县,450821
马山县,452127
耿马傣族佤族自治县,533527
田东县,452623
砚山县,532622
墨江哈尼族自治县,532723
开远市,532502
合山市,452201
武宣县,452225
元江哈尼族彝族傣族自治县,530428
平果县,452624
景谷傣族彝族自治县,532725
云林县,710010
双江拉祜族佤族布朗族傣族自治县,533526
桂平市,450881
上林县,452124
文山县,532621
德保县,452625
个旧市,532501
西畴县,532623
普洱哈尼族彝族自治县,532722
蒙自县,532522
靖西县,452626
梧州市,450401
武鸣县,450122
那坡县,452627
高雄县,710013
宾阳县,452123
台东县,710015
红河县,532529
贵港市,450801
台南县,710012
屏边苗族自治县,532523
天等县,452131
隆安县,452126
元阳县,532528
岑溪市,450481
绿春县,532531
横县,452122
容县,450921
邕宁县,450121
南宁市,450101
大新县,452130
思茅市,532721
金平苗族瑶族傣族自治县,532530
河口瑶族自治县,532532
扶绥县,452128
江城哈尼族彝族自治县,532727
北流市,450981
崇江市,452129
屏东市,710014
高雄市,710701
浦北县,450722
灵山县,450721
陆川县,450922
孟连傣族拉祜族佤族自治县,532728
博白县,450923
钦州市,450701
勐腊县,532823
上思县,450621
合浦县,450521
北海市,450501
儋州市,460003
定安县,460025
屯昌县,460026
白沙黎族自治县,460030
琼中黎族苗族自治县,460036
东方市,460007
乐东黎族自治县,460033
通什市,460001
保亭黎族苗族自治县,460035
陵水黎族自治县,460034
聂拉木县,542336
萨迦县,542325
定日县,542324
盈江县,533123
腾冲县,533023
海原县,642222
灵武市,640382
盐池县,640323
定边县,612726
同心县,640324
环县,622822
鄂托克前旗,152724
磴口县,152823
杭锦旗,152726
鄂托克旗,152725
乌海市,150301
阿拉善左旗,152921
乌拉特中旗,152825
达尔罕茂明安联合旗,150223
塔城市,654201
裕民县,654225
新和县,652925
沙雅县,652924
阿图什市,653001
乌恰县,653024
疏附县,653121
喀什市,653101
和田市,653201
和田县,653221
合作市,623001
夏河县,623027
天水市,620501
贵德县,632523
尖扎县,632322
化隆回族自治县,632127
岗巴县,542338
定结县,542332
威远县,511024
仁寿县,513822
内江市,511001
乐山市,511101
东坡区,513821
罗江县,510626
旌阳区,510603
华蓥市,511681
南充市,511301
大英县,510923
泸州市,510501
曲靖市,530301
沾益县,530328
沧源佤族自治县,533528
西盟佤族自治县,532730
澜沧拉祜族自治县,532729
景洪市,532801
勐海县,532822
潞西市,533103
龙州县,452133
东兴市,450681
防城港市,450601
玉林市,450901
兴业县,450924
宁明县,452132
凭祥市,452101
沿河土家族自治县,522228
松桃苗族自治县,522229
阿尔山市,152202
科尔沁右翼前旗,152221
惠农县,640223
武功县,610431
咸阳市,610401
高陵县,610126
万州区,500101
重庆市,500100
郴州市,431001
衡山县,430423
洪江市,431281
怀化市,431201
五大连池市,231182
齐齐哈尔市,230201
杜尔伯特蒙古族自治县,230624
肇州县,230621
肇源县,230622
穆棱市,231085
密山市,230382
洮南市,220881
镇赉县,220821
乾安县,220723
长春市,220101
宁江区,220701
江源县,220625
乐昌市,440281
仁化县,440224
南雄市,440282
连州市,441882
乳源瑶族自治县,440232
始兴县,440222
曲江县,440221
平远县,441426
连南瑶族自治县,441826
阳山县,441823
韶关市,440201
蕉岭县,441427
连山壮族瑶族自治县,441825
梅县,441421
龙川县,441622
和平县,441624
大埔县,441422
翁源县,440229
兴宁市,441481
连平县,441623
英德市,441881
梅州市,441401
怀集县,441224
新丰县,440233
饶平县,445122
丰顺县,441423
五华县,441424
佛冈县,441821
封开县,441225
广宁县,441223
龙门县,441324
从化市,440184
紫金县,441621
博罗县,441322
四会市,441284
揭西县,445222
增城市,440183
花都区,440182
普宁市,445281
陆河县,441523
广州市,440101
惠阳市,441381
郁南县,445322
惠州市,441301
海丰县,441521
东莞市,441901
番禺区,440181
罗定市,445381
鹤山市,440784
新兴县,445321
信宜市,440983
阳春市,441781
开平市,440783
台山市,440781
高州市,440981
化州市,440982
廉江市,440881
茂名市,440901
遂溪县,440823
深圳市,440301
河源市,441601
东源县,441625
清远市,441801
清新县,441827
肇庆市,441201
高要市,441283
潮州市,445101
潮安县,445121
揭阳市,445201
揭东县,445221
汕尾市,441501
惠东县,441323
中山市,442001
徐闻县,440825
吴川市,440883
电白县,440923
阳江市,441701
阳西县,441721
阳东县,441723
恩平市,440785
斗门县,440421
云浮市,445301
云安县,445323
雷州市,440882
湛江市,440801
沈阳市,210101
凌海市,210781
乐亭县,130225
张家口市,130701
万全县,130729
张北县,130722
崇礼县,130733
下花园区,130706
赤城县,130732
泽州县,140525
俑桥区,341301
玉环县,331021
永州市,431101
陆丰市,441581
惠来县,445224
潮阳市,440582
汕头市,440501
澄海市,440583
长海县,210224
舟山市,330901
岱山,330921
平潭县,350128
金门县,350527
南澳县,440523
鸡东县,230321
乾县,610424
扶风县,610324
仲巴县,542333
东山县,350626
澎湖县,710016
淇县,410622
卫辉市,410781
芒康县,542129
察隅县,542626
普定县,522527
平塘县,522727
门头沟区,110109
房山区,110111
宣武区,110104
海淀区,110108
昌平区,110221
丰台区,110106
朝阳区,110105
东城区,110101
西城区,110102
崇文区,110103
石景山区,110107
蓬溪县,510921
乌鲁木齐县,650121
集安市,220582
八道江区,220601
临江市,220681
长白朝鲜族自治县,220623
图们市,222402
珲春市,222404
宽甸满族自治县,210624
漠河县,232723
塔河县,232722
呼玛县,232721
爱辉区,231101
孙吴县,231124
逊克县,231123
嘉荫县,230722
萝北县,230421
绥滨县,230422
同江市,230881
抚远县,230833
饶河县,230524
虎林市,230381
龙井市,222405
鄂伦春自治旗,152127
莫力达瓦达斡尔族自治旗,152123
嫩江县,231121
甘南县,230225
讷河市,612685
崇明县,310230
阿坝县,513231
若尔盖县,513232
久治县,632625
建平县,211322
赤峰市,300802
五常市,230184
顺义区,110113
大厂回族自治县,131028
通州区,110112
香河县,131024
蓟县,120225
三河市,131082
库伦旗,152325
保德县,142233
府谷县,612723
兴县,142325
神木县,612722
佳县,612729
乡宁县,142631
河津市,142703
韩城市,610581
吉县,142630
宜川县,610630
大宁县,142633
临县,142326
柳林县,142327
吴堡县,612730
延长县,610621
永和县,142634
延川县,610622
石楼县,142328
清涧县,612731
涿州市,130681
固安县,131022
大兴县,110224
河南蒙古族自治县,632324
玛曲县,623025
旬阳县,612429
郧西县,420322
白河县,612430
景泰县,620423
中卫县,640321
渑池县,411221
垣曲县,142733
新安县,410323
夏县,142730
陕县,411222
平陆县,142732
九台市,220181
舒兰市,220283
双城市,230182
肇东市,232303
蛟河市,220281
桦甸市,220282
前郭尔罗斯蒙古族自治县,220721
扶余县,220724
德惠市,220183
榆树市,220182
盘山县,211122
辽中县,210122
台安县,210321
彰武县,210922
阜新蒙古族自治县,210921
康平县,210123
法库县,210124
昌图县,211224
黑山县,210726
新民市,210181
汶上县,370830
东平县,370923
开封市,410201
开封县,410224
封丘县,410727
曾都区,429001
广水市,420983
石柱土家族自治县,500240
忠县,500233
辰溪县,431223
泸溪县,433122
颍上县,341226
霍邱县,342423
泗洪县,321324
凤阳县,341126
五河县,340322
禄劝彝族苗族自治县,530128
会东县,513426
湘阴县,430624
益阳市,430901
柳江县,450221
鹿寨县,452223
德庆县,441226
南县,430921
安乡县,430721
会理县,513425
攀枝花市,510401
灌南县,320724
响水县,320921
曲阳县,130634
行唐县,130125
盱眙县,320830
明光市,341182
北辰区,120113
汉沽区,120108
双台子区,211102
兴隆台区,211103
南票区,211404
龙港区,211403
连山区,211402
茅箭区,420302
张湾区,420303
华容区,420703
鄂城区,420704
梁子湖区,420702
铁山区,420205
下陆区,420204
黄石港区,420202
石灰窑区,420203
荆州区,421003
沙市区,421002
椒江区,331002
路桥区,331004
黄岩区,331003
海拉尔区,152101
鄂温克族自治旗,152128
秀城区,330402
秀洲区,330401
朝天区,510812
元坝区,510811
涪城区,510703
游仙区,510704
大安区,510304
贡井区,510303
自流井区,510302
沿滩区,510311
朔城区,140602
平鲁区,140603
任城区,370811
珠海市,440401
澳门特别行政区,820000
朗县,542627
隆子县,542231
唐山市,390704
南京市,320101
扬州市,642028
镇江市,642222
常州市,640884
宁波市,660428
莆田市,1050926
湾里区,2160636
新会市,881483
佛山市,440601
海口市,920105
成都市,1020224
西安市,610101
铜川市,1220422
苏州市市辖区,320501
